2.055,-0.138742162,0.095437399,0.041584146
3.06,-0.044606736,-0.02036297,0.025288848
4.065,2.226752884,-0.210483403,0.05899227
5.07,6.965167725,-0.404096006,0.123540992
6.075,13.23205903,-0.448465913,-0.036060966
7.08,20.32498024,-0.656402611,0.121425568
8.085,28.31293202,-0.873948482,-0.002425507
9.09,38.17618151,-1.259113574,0.080709597
10.095,48.65612472,-1.449551935,-0.16413155
11.1,53.84399023,2.822892295,-0.093672977
12.105,57.98137787,9.452576891,-0.009666462
13.11,63.01584759,18.12914613,-0.060830633
14.115,68.63192948,26.96739014,0.100982561
15.12,73.00788918,33.43848396,-0.196323035
16.12,79.84071319,34.3162096,-0.194455681
17.125,89.09559591,33.17932965,0.130801993
18.13,99.19066699,33.6152154,-0.070731964
19.135,103.8445271,38.76167964,0.183258869
20.14,108.223863,44.91380421,-0.193143874
21.145,113.7864547,52.10345819,0.024312099
22.15,115.8507135,61.37203409,-0.120346116
23.155,114.7860556,68.8730153,-0.159848484
24.16,113.6127946,76.37124614,-0.032567067
25.165,112.3764863,85.5025099,0.069131031
26.17,110.2636992,96.08734921,-0.09374251
27.175,102.5837517,103.7129356,0.021406732
28.18,93.13277973,111.0875445,-0.045421421
29.185,83.03840798,119.1741547,-0.065804203
30.19,72.14766354,127.503059,0.096814531
31.195,59.3425016,129.9946393,-0.015278961
32.2,45.81502644,130.1913738,0.153035565
33.205,31.60774329,130.2080716,-0.03110535
34.21,17.12605675,130.9933021,-0.111621162
35.215,7.634143713,138.8008145,0.088509634
36.22,4.782494884,150.1495144,0.138083631
37.225,9.815851369,160.1998508,-0.018541239
38.23,17.34970459,169.785481,-0.093233183
39.235,25.44319961,180.3816568,0.094444564
40.24,34.53115128,190.3853273,0.127732224
41.245,46.59560615,193.7009048,-0.052764339
42.25,59.97074545,195.6547398,0.034950005
43.255,73.84960908,197.5884978,-0.07319107
44.26,87.82605279,197.423155,0.12500015
45.265,98.6007249,190.0598691,-0.068507098
46.27,109.6921162,181.4402949,0.070719222
47.275,120.994007,172.7277475,-0.055551128
48.28,132.569287,163.5318961,-0.129785681
49.285,137.8065052,151.037868,0.124984413
50.29,139.9368787,137.2255678,0.169692865
51.295,142.3172244,122.5648575,0.065773393
52.3,145.047722,107.8068268,-0.025680659
53.305,148.0084537,93.39853615,-0.043569205
54.31,157.5645241,84.77733835,-0.060211325
55.315,169.9736402,81.73510748,-0.209716104
56.32,181.8971914,78.81402749,0.031831485
