2.055,-0.019961476,0.031360361,9.781355915,-0.002477169,-0.068617424,0.089613857
2.06,-0.019866992,0.037432709,9.79679338,0.072736285,-0.093013965,-0.000660714
2.065,0.012698536,-0.02131687,9.812653612,-0.103605419,0.085747666,0.171100021
2.07,-0.017839159,0.02463181,9.769015564,-0.127585847,0.031515175,0.037854893
2.075,-0.006291945,-0.024493001,9.754729826,-0.140533643,-0.121158825,-0.049721612
2.08,-0.054625023,0.02549788,9.803040854,-0.075892367,0.060499733,-0.033314731
2.085,0.01236542,0.01137582,9.799593979,-0.007545994,0.057662789,-0.015176328
2.09,0.001930592,-0.019398136,9.804689326,-0.021332423,-0.012905007,0.025621187
2.095,-0.009555463,0.034437135,9.775884742,-0.104395502,0.042252885,0.262745115
2.1,-0.052476673,0.004920183,9.753142198,0.038866608,0.030843166,0.188468088
2.105,-0.021521221,0.006037303,9.825752886,0.011290249,0.027629014,-0.130916313
2.11,-0.027706426,0.01636404,9.854268362,0.011186727,0.259733591,-0.13403039
2.115,0.00139045,0.016824412,9.835939765,0.046635282,-0.014371708,0.061245944
2.12,0.045081096,0.014014436,9.762940017,-0.077972387,0.000819544,-0.004081539
2.125,-0.031882158,-0.024444416,9.876273067,0.064873869,-0.043004617,0.034085918
2.13,-0.013763543,-0.029431254,9.866382145,0.084982518,-0.140549217,0.127400873
2.135,-0.028199913,0.043022908,9.786622046,0.127928958,0.021881533,-0.006208815
2.14,0.02472042,-0.011376793,9.815059581,0.114922193,-0.02919148,-0.135937405
2.145,-0.000553056,-0.018570262,9.83647635,0.035167037,0.0919271,-0.073954061
2.15,0.013430195,0.003625881,9.808804244,0.050516113,-0.061007335,-0.023515223
2.155,0.004332337,-0.034227042,9.815237516,0.046032846,0.213289935,0.029978894
2.16,-0.011550068,-0.04163187,9.784491633,0.064643962,0.005694893,-0.134080402
2.165,0.021122724,0.012582851,9.870314294,-0.049978625,-0.188230871,-0.102624048
2.17,-3.59E-05,0.008381547,9.814170902,-0.007972663,-0.055794482,0.164934362
2.175,-0.031563164,-0.008721834,9.85170923,0.031790822,0.075632372,0.106459693
2.18,0.024480636,0.01445607,9.760701949,0.000718072,0.039839396,0.029334471
2.185,-0.019148856,0.014357486,9.763326063,0.019927427,-0.185470146,0.030396639
2.19,0.039794652,0.021466312,9.732065219,0.155466723,0.108300846,-0.034255446
2.195,0.044119265,-0.017538045,9.564790127,0.197626086,0.045166953,0.003333273
2.2,0.018124122,-0.021016565,9.726973505,-0.116155308,-0.039913914,0.096488439
2.205,-0.004092276,-6.23E-05,9.835466437,-0.061570418,-0.056425512,-0.043987089
2.21,0.01050396,0.024888177,9.778548659,0.043928935,0.067167534,-0.210817531
2.215,-0.038277167,0.024079335,9.734697078,0.059161386,0.005501453,0.004171952
2.22,0.002703883,-0.03955892,9.867823829,0.121523725,-0.030458959,0.058104922
2.225,0.007724028,-0.013920714,9.821588591,-0.013411911,-0.10881187,-0.179213733
2.23,0.011515862,0.0056498,9.796698011,0.036590191,-0.004511192,0.024125618
2.235,0.025858455,-0.012746788,9.915897694,-0.124429897,0.054051635,0.023125306
2.24,-0.02251176,0.000125246,9.832472858,-0.064855739,-0.103070525,-0.060635058
2.245,0.003629498,0.000623282,9.873098472,-0.037409753,0.06547556,-0.160601373
2.25,0.034879884,-0.016255476,9.788570357,0.025157728,0.081878102,-0.034660451
2.255,-0.02770297,0.006697974,9.828493269,0.031536697,-0.066435999,0.105145279
2.26,0.009136149,-0.013720378,9.864078413,-0.119832696,-0.061826606,0.045586957
2.265,0.012240901,-0.002462527,9.744901445,0.021719367,-0.085473994,-0.036395674
2.27,-0.012311556,0.005115006,9.846076538,-0.002422996,0.177004324,-0.105260996
2.275,-0.038368904,-0.028233751,9.802606999,-0.001289199,-0.024855266,-0.036468846
2.28,-0.036452945,-0.000281104,9.832757522,0.117987505,-0.104047963,-0.035750551
2.285,0.045277981,-0.001622416,9.837010906,0.114291211,0.026234908,-0.02740458
2.29,-0.067724961,0.023837659,9.799259281,-0.060528717,0.107601738,0.000177652
2.295,-0.027816753,-0.045062071,9.767188417,0.02095365,-0.120426969,0.078950717
2.3,0.0083451,0.068617917,9.822516551,-0.285169302,0.132709856,0.005084925
2.305,0.013977839,-0.054031587,9.792612391,0.009154263,0.020529374,0.032964004
2.31,0.084116195,0.001138374,9.875004858,-0.071671994,-0.090037402,-0.141113483
2.315,-0.001217127,-0.021825153,9.774476552,-0.079126577,-0.037584684,0.052958417
2.32,-0.045476684,-0.00044524,9.879858466,-0.222000738,-0.050188757,0.087944246
2.325,-0.010319791,-0.042722569,9.749328685,-0.162764208,0.125152828,0.033173161
2.33,-0.019358175,-0.029163654,9.801025648,0.033389382,0.018114438,0.05733988
2.335,0.031476567,-0.022594151,9.808437435,-0.059144315,0.008998165,0.051797387
2.34,-0.00064549,-0.021357879,9.857580441,-0.156211517,-0.243475402,-0.087261844
2.345,-0.039207594,0.018105002,9.788975394,0.009646829,0.214271503,0.03394386
2.35,0.0019288,-0.072747233,9.860634822,0.01784405,0.033005455,0.107996949
2.355,-0.001892149,0.028280381,9.737779178,0.013591107,0.077674224,-0.124990616
2.36,-0.020167887,0.02727111,9.92690511,-0.086715757,-0.061782878,-0.151279173
2.365,0.036124604,-0.017745343,9.784914577,-0.044562529,0.152594685,-0.080636702
2.37,0.008441874,0.028453562,9.776667446,0.07015206,0.124219179,0.034626133
2.375,-0.002176551,-0.006935166,9.764214155,0.109806343,-0.044007458,0.115891429
2.38,-0.01098398,0.024973888,9.866814532,-0.012288985,0.043595906,0.066706795
2.385,0.018986709,0.037854607,9.840090631,-0.158753561,0.042692414,-0.148364563
2.39,-0.010573963,-0.02698976,9.816540078,0.006192302,-0.083065511,-0.008146487
2.395,-0.035682382,0.037619879,9.788648387,0.028195882,-0.204683395,0.027801367
2.4,-0.060610727,0.025390117,9.808618347,0.121716768,0.065763592,-0.165264325
2.405,0.027532277,-0.027466227,9.853631492,0.075348187,0.006432711,0.06143623
2.41,-0.032932038,0.038213442,9.838616421,0.119601617,0.099521243,-0.135495283
2.415,0.00213042,-0.013546406,9.706484698,0.01843232,-0.02322432,0.063379882
2.42,0.026351704,-0.019515328,9.8612601,-0.1419397,-0.037221467,-0.081807742
2.425,-0.006722576,0.007586633,9.863486506,-0.013155625,0.022096892,-0.00045548
2.43,0.032615887,-0.010640897,9.785403425,0.045274423,0.082041913,0.102569527
2.435,-0.008136903,0.034145363,9.760384365,-0.038644184,-0.009552875,-0.1844679
2.44,0.024591352,0.042665185,9.872145583,-0.059791657,-0.057150982,-0.221545915
2.445,0.006117688,-0.008418692,9.813655372,0.00764422,-0.035275782,-0.047861506
2.45,-0.050609532,0.02174703,9.808528781,0.16181345,-0.034352707,0.162328774
2.455,0.02250106,-0.012115153,9.841016464,0.141647566,0.020028336,0.057847892
