2.055,-1.21543,-0.09509,-0.49991
2.16,0.151616,-0.32234,0.198545
2.265,-0.25939,-0.67423,0.502131
2.37,-0.14579,-0.5872,-0.59841
2.475,-0.59525,0.00165,-0.94027
2.58,-0.68119,-0.52797,-0.42871
2.685,-0.48346,0.551821,-0.85724
2.79,-0.50385,-0.04225,-0.38136
2.895,-1.10176,-0.15048,-0.52454
3,0.739656,-0.46697,-1.21684
3.105,-0.40588,-1.17643,0.047812
3.21,-0.55341,1.360787,-0.35891
3.315,0.399136,-0.02572,-0.58271
3.42,-0.36644,0.27352,0.370104
3.525,0.287718,0.885728,0.563594
3.63,0.096124,0.366406,-0.41444
3.735,-0.19383,-0.10307,-0.39744
3.84,0.835474,-0.52164,0.082173
3.945,0.501378,-0.45015,-0.53017
4.05,1.340193,-1.13157,0.287172
4.15,1.443907,-1.32588,-0.7937
4.255,2.446465,-0.88446,-0.19245
4.355,2.978837,-0.48549,-0.77406
4.46,4.1689,-0.7237,-0.05759
4.565,3.87589,-0.9558,0.092985
4.67,4.920853,-1.59429,-0.17827
4.775,5.062767,-1.84887,-0.60356
4.88,5.443242,-0.45702,-1.26725
4.98,5.937629,-0.95872,0.068139
5.085,6.301028,-1.10202,-0.00134
5.19,6.415268,-1.5657,0.135735
5.295,8.204207,-0.18733,-0.15125
5.4,8.250237,-1.92159,-0.20005
5.505,9.987385,-1.00788,-0.07611
5.605,9.258777,-1.45507,-0.15981
5.71,10.35885,-1.83629,-0.58048
5.815,10.88228,-2.08294,0.342295
5.92,12.06463,-1.27634,-0.06681
6.025,11.89668,-1.39714,0.224525
6.13,12.81796,-1.82684,0.463466
6.23,13.77584,-2.44812,0.516344
6.335,14.30198,-2.98565,-0.06729
6.44,15.02318,-2.36563,0.742029
6.545,16.24475,-1.73161,-0.05681
6.65,16.19331,-2.49903,1.32509
6.755,16.93141,-2.28941,0.612453
6.855,17.14012,-2.96277,0.177687
6.96,18.43744,-2.93352,0.817035
7.065,19.73004,-2.85912,0.247965
7.17,20.10454,-2.63716,0.518918
7.275,20.9867,-3.0005,0.000101
7.38,22.03752,-3.49878,0.761874
7.48,23.21777,-2.95579,1.110111
7.585,24.50599,-3.65774,0.098652
7.69,24.08994,-2.8755,0.761566
7.795,24.38796,-3.01043,0.848008
7.9,26.06491,-3.76264,1.037298
8.005,26.97702,-3.17748,0.300645
8.11,27.72521,-3.72745,1.193801
8.21,29.59268,-3.99817,1.079116
8.315,30.18413,-4.06078,1.359511
8.42,29.25169,-4.78042,0.668781
8.525,31.31466,-5.01527,1.107665
8.63,32.72742,-4.61128,0.891789
8.735,34.31606,-4.09698,1.349746
8.835,33.27785,-3.97349,1.151593
8.94,35.33385,-4.27982,2.109963
9.045,36.46897,-5.38329,2.446969
9.15,38.24554,-4.65785,2.193668
9.255,39.26142,-5.39504,1.381744
9.36,39.93318,-5.0058,1.706154
9.46,40.50072,-5.44368,2.045909
9.565,41.6895,-6.65758,2.176688
9.67,43.80375,-5.04651,1.540796
9.775,44.3498,-5.3658,2.402645
9.88,46.08567,-6.65396,2.888575
9.985,46.19033,-6.0517,1.840865
10.085,47.9478,-6.37823,2.432368
10.19,48.55134,-5.9721,2.756014
10.295,49.1993,-6.80146,2.449822
10.4,50.03022,-5.79365,2.760012
10.505,50.61566,-5.52196,2.028204
10.61,50.93617,-5.73548,2.345871
10.71,52.18721,-4.13052,2.67948
10.815,52.66079,-3.63979,3.283898
10.92,53.16059,-3.56711,2.389907
11.025,53.40056,-2.52028,2.29588
11.13,53.04327,-2.39789,2.365839
11.235,54.52954,-1.95482,1.429988
11.335,54.39644,-1.25657,2.823735
11.44,55.7733,-0.70036,2.618857
11.545,55.26821,0.186784,1.635484
11.65,54.8189,1.453507,1.781035
11.755,56.4481,2.626597,2.224623
11.86,56.77181,2.07277,2.847539
11.96,57.85265,2.704031,2.118794
12.065,58.03274,3.094069,1.565811
12.17,57.84023,4.501344,2.609991
12.275,58.41907,4.531457,1.804554
12.38,60.0836,5.655943,1.639016
12.485,60.14187,6.811234,1.931076
12.585,60.40793,7.481848,2.245127
12.69,61.97574,8.389995,3.039387
12.795,61.99809,8.850791,3.154893
12.9,62.85815,10.15724,1.88137
13.005,63.54871,10.87832,1.053003
13.11,64.32642,11.7139,2.201161
